date,state,city,address,killed,injured,url,source,incident,postalcode,display_address,latitude,longitude
2015-04-12,"South Carolina",Mauldin,"801 West Butler Road",0,1,http://www.gunviolencearchive.org/incident/321958,http://www.greenvilleonline.com/story/news/crime/2015/04/12/mauldin-police-charge-man-attempted-murder/25674115/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Bar/club shooting - in or around establishment",29607,"801 West Butler Road, Greenville, SC 29607, USA",34.7749886,-82.326031
2015-04-12,Indiana,Indianapolis,"3800 block of East 31st Street",1,1,http://www.gunviolencearchive.org/incident/321927,http://fox59.com/2015/04/12/officer-involved-shooting-on-east-side-of-indianapolis/,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator killed, Possession (gun(s) found during commission of other crimes)",46218,"3800 East 31st Street, Indianapolis, IN 46218, USA",39.8116167,-86.1025315
2015-04-12,California,"Los Angeles","500 block of East Moorehaven Drive",0,0,http://www.gunviolencearchive.org/incident/321883,http://www.nbclosangeles.com/news/local/Armed-Suspect-Barricaded-in-Carson-Moorehaven-299491971.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",91384,"Drive, Castaic, CA 91384, USA",34.4664622,-118.6036103
2015-04-11,Pennsylvania,"Mount Joy","Angle and West Main Streets",0,0,http://www.gunviolencearchive.org/incident/321683,http://www.pennlive.com/midstate/index.ssf/2015/04/swat_surrounds_house_in_dover.html#incart_river,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",17552,"West Main Street & South Angle Street, Mount Joy, PA 17552, USA",40.1140397,-76.5207333
2015-04-11,California,"San Jacinto","1200 block of De Anza",0,0,http://www.gunviolencearchive.org/incident/321881,http://www.kesq.com/news/Suspect-sought-for-firing-at-San-Jacinto-police/32328270,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Brandishing/flourishing/open carry/lost/found",92582,"1200 De Anza Drive, San Jacinto, CA 92582, USA",33.7962655,-116.9800562
2015-04-11,California,"Rancho Cordova","9900 block of Zion Way",0,1,http://www.gunviolencearchive.org/incident/321459,http://www.sacbee.com/news/local/crime/article18271115.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",95827,"9900 Zion Way, Sacramento, CA 95827, USA",38.5630949,-121.32247
2015-04-11,Oklahoma,"Sand Springs","51st and 129 W Ave",1,0,http://www.gunviolencearchive.org/incident/321775,http://www.ktul.com/story/28777792/fatal-officer-involved-shooting-in-sand-springs,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",74063,"West 51st Street & South 129th West Avenue, Sand Springs, OK 74063, USA",36.0901995,-96.1369281
2015-04-11,Oregon,Salem,"5800 block of Silverton Road NE",0,0,http://www.gunviolencearchive.org/incident/321704,https://www.flashalert.net/news.html?id=1294,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Shots fired, no action (reported, no evidence found)",97305,"5800 Silverton Road Northeast, Salem, OR 97305, USA",44.9812108,-122.9400586
2015-04-10,Kansas,Topeka,"Auburn Road",0,1,http://www.gunviolencearchive.org/incident/321735,http://www.wibw.com/home/headlines/Wanamaker-Drive-Shut-Down-At-I-70-Overpass-299428681.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Car-jacking",,"Auburn Road, Topeka, KS, USA",38.9881806,-95.8169049
2015-04-10,Louisiana,Chalmette,"3700 block of Gallo Dr.",0,1,http://www.gunviolencearchive.org/incident/321179,http://www.wwltv.com/story/news/crime/2015/04/10/sheriff-wounded/25580457/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Brandishing/flourishing/open carry/lost/found, Gun(s) stolen from owner",70043,"3700 Gallo Drive, Chalmette, LA 70043, USA",29.9493534,-89.9430021
2015-04-10,Wisconsin,Milwaukee,"1827 North Farwell Avenue",0,0,http://www.gunviolencearchive.org/incident/321374,http://wbay.com/2015/04/10/milwaukee-officer-pinned-by-stolen-car-partner-fires-gun/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",53202,"1827 North Farwell Avenue, Milwaukee, WI 53202, USA",43.054672,-87.8910882
2015-04-10,Hawaii,Puna,"Mokuna Street",0,0,http://www.gunviolencearchive.org/incident/321364,http://khon2.com/2015/04/10/big-island-police-investigate-officer-involved-shooting-in-puna/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",96771,"Mokuna Street, Mountain View, HI 96771, USA",19.4475093,-155.1885622
2015-04-10,"South Carolina",Charleston,"9330 Medical Plaza Center",0,0,http://www.gunviolencearchive.org/incident/321142,http://www.abcnews4.com/story/28772620/trident-placed-on-lockdown-reported-gunman-in-custody,"Suicide - Attempt, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found",29406,"North Center Street, Charleston, SC 29406, USA",32.937513,-80.0424916
2015-04-10,Ohio,Cleveland,"116th and Carolina",0,0,http://www.gunviolencearchive.org/incident/321343,http://www.cleveland.com/metro/index.ssf/2015/04/man_arrested_after_swat_team_s.html#incart_river,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator surrender at standoff, Domestic Violence, Under the influence of alcohol or drugs (only applies to the perpetrator), Possession (gun(s) found during commission of other crimes)",,"Cleveland, OH, USA",41.49932,-81.6943605
2015-04-10,Arizona,Phoenix,"72nd Avenue and Camelback Road",0,1,http://www.gunviolencearchive.org/incident/321476,http://www.azcentral.com/story/news/local/phoenix/2015/04/11/phoenix-swat-shoot-man-after-3-hour-long-standoff/25622821/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",85033,"West Camelback Road & North 72nd Avenue, Phoenix, AZ 85033, USA",33.5090164,-112.2128648
2015-04-10,California,"North Highlands","Watt Avenue and Elkhorn Boulevard",0,1,http://www.gunviolencearchive.org/incident/321461,http://www.sacbee.com/news/local/crime/article18212240.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",95660,"Watt Avenue & Elkhorn Boulevard, North Highlands, CA 95660, USA",38.6902685,-121.3829825
2015-04-10,California,"Los Angeles","4000 block of Cimarron Street",0,0,http://www.gunviolencearchive.org/incident/321457,http://www.presstelegram.com/general-news/20150410/suspect-carjacker-leads-police-on-chase-through-south-bay-and-los-angeles-in-green-taxicab,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Car-jacking",,"Cimarron Street, Los Angeles, CA, USA",33.9799959,-118.3158383
2015-04-10,California,"Los Angeles","8000 block of Juniper Street",0,1,http://www.gunviolencearchive.org/incident/320909,http://losangeles.cbslocal.com/2015/04/10/suspect-shot-by-deputies-in-florence/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",,"Juniper Street, Los Angeles, CA, USA",33.9482664,-118.232892
2015-04-10,Maryland,Annapolis,"703 E. College Parkway",0,1,http://www.gunviolencearchive.org/incident/321172,http://www.wbaltv.com/news/anne-arundel-county-police-officer-shot/32295126,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot",21409,"703 East College Parkway, Annapolis, MD 21409, USA",39.026884,-76.4447391
2015-04-09,Texas,"San Marcos","York Creek Rd.",0,0,http://www.gunviolencearchive.org/incident/320738,http://kxan.com/2015/04/09/shots-fired-after-traffic-stop-near-san-marcos/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",78666,"York Creek Road, San Marcos, TX 78666, USA",29.769251,-98.000528
2015-04-09,Ohio,"Lucas County","Canton Street and Spielbusch Avenue",0,0,http://www.gunviolencearchive.org/incident/321351,http://www.toledoblade.com/Police-Fire/2015/04/10/Gun-stolen-from-Lucas-County-jail-corrections-officer-s-vehicle.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Gun(s) stolen from owner",,"Lucas County, OH, USA",41.6894388,-83.3789389
2015-04-09,"South Carolina","Boiling Springs","Belcher Road",1,0,http://www.gunviolencearchive.org/incident/320667,http://www.wspa.com/story/28761702/suspect-shot-killed-by-deputies-in-spartanburg-co,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Drug involvement, Brandishing/flourishing/open carry/lost/found",,"Belcher Road, Boiling Springs, SC, USA",35.029643,-82.0112161
2015-04-09,Pennsylvania,Gettysburg,"Major Bell Lane",1,0,http://www.gunviolencearchive.org/incident/321246,http://www.wgal.com/news/police-respond-to-adams-county-prison-ema-on-lockdown/32279724,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",17325,"Major Bell Lane, Gettysburg, PA 17325, USA",39.859714,-77.1579541
2015-04-09,Indiana,"Fort Wayne","5510 Standish Drive",0,0,http://www.gunviolencearchive.org/incident/321637,http://wane.com/2015/04/10/drugs-money-stolen-guns-found-during-raid/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Criminal act with stolen gun, Possession (gun(s) found during commission of other crimes), Stolen gun(s) recovered during arrest/warrant",46806,"5510 Standish Drive, Fort Wayne, IN 46806, USA",41.034716,-85.107811
2015-04-09,Alabama,Mobile,"6400 block of Victoria Place",0,1,http://www.gunviolencearchive.org/incident/321127,http://www.al.com/news/mobile/index.ssf/2015/04/mobile_police_officer_under_in.html#incart_river,"Shot - Wounded/Injured, Home Invasion, Home Invasion - Perpetrator injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Defensive Use, Defensive Use - Crime occurs, victim shoots perpetrator, Domestic Violence",36608,"6400 Victoria Place South, Mobile, AL 36608, USA",30.707147,-88.191382
2015-04-09,"New York",Rochester,"247 Driving Park Avenue",0,1,http://www.gunviolencearchive.org/incident/320484,http://www.democratandchronicle.com/story/news/2015/04/09/portion-driving-park-ave-closed-investigation/25508915/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Drive-by (car to street, car to car)",14613,"247 Driving Park Avenue, Rochester, NY 14613, USA",43.180692,-77.636579
2015-04-09,"South Carolina",Charleston,"177 Sugar Magnolia Way",1,0,http://www.gunviolencearchive.org/incident/320680,http://www.postandcourier.com/article/20150409/PC16/150409342/1177,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Domestic Violence",29414,"177 Sugar Magnolia Way, Charleston, SC 29414, USA",32.830561,-80.089556
2015-04-09,Florida,Navarre,"Quail Roost Drive",1,0,http://www.gunviolencearchive.org/incident/320990,http://www.nbcmiami.com/news/local/Samurai-Sword-Wielding-Man-Shot-After-Attacking-Deputy-Authorities-299362431.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",32566,"Quail Roost Drive, Navarre, FL 32566, USA",30.4136408,-86.8427782
2015-04-09,Florida,"Okaloosa County",,0,0,http://www.gunviolencearchive.org/incident/321431,http://www.weartv.com//news/features/top-stories/stories/man-arrested-threatening-dad-kitchen-knives-shooting-at-deputies-56547.shtml#.VSlQ7PldWLE,"Shots Fired - No Injuries, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",,"Okaloosa County, FL, USA",30.5773401,-86.6611083
2015-04-09,Maryland,Suitland,"4600 Silver Hill Rd",1,1,http://www.gunviolencearchive.org/incident/320640,http://www.wkyt.com/home/headlines/299267021.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer killed, Spree Shooting (multiple victims, multiple locations)",20746,"4600 Silver Hill Road, Suitland, MD 20746, USA",38.8470714,-76.9294544
2015-04-09,Texas,"San Antonio","Karen Ln. and Corinne Dr.",1,0,http://www.gunviolencearchive.org/incident/320360,http://www.ksat.com/content/pns/ksat/news/2015/04/08/officer-shoot--kills-man-on-east-side.html,"Shot - Dead (murder, accidental, suicide), Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator killed",78218,"Corinne Drive & Karen Lane, San Antonio, TX 78218, USA",29.4893826,-98.4277322
2015-04-09,Oklahoma,Kellyville,,1,0,http://www.gunviolencearchive.org/incident/320875,http://www.newson6.com/story/28762112/man-shot-killed-by-law-officers-in-northeastern-oklahoma,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",,"Kellyville, OK, USA",35.9436968,-96.2136136
2015-04-09,Montana,Butte,"100 block of North Parkmont",0,0,http://www.gunviolencearchive.org/incident/320870,http://mtstandard.com/news/local/man-surrenders-to-swat-team-after-gunshots-fired-early-today/article_030ffee1-f320-54fb-8a48-4fcb9b277a61.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator surrender at standoff",59701,"100 North Parkmont, Butte, MT 59701, USA",45.927528,-112.509817
2015-04-09,Louisiana,"New Orleans","1700 Block of Palmer Ave.",0,0,http://www.gunviolencearchive.org/incident/320458,http://www.fox8live.com/story/28758641/woman-surrenders-following-uptown-swat-standoff,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",70118,"1700 Palmer Avenue, New Orleans, LA 70118, USA",29.9336628,-90.1190474
2015-04-09,"District of Columbia",Washington,"1100 block of H Street",0,2,http://www.gunviolencearchive.org/incident/320787,http://www.wjla.com/articles/2015/04/breaking-news-guard-shot-wounded-at-census-bureau-headquarters-gunman-on-loose-113056.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator shot, Spree Shooting (multiple victims, multiple locations)",20002,"1100 H Street Northeast, Washington, DC 20002, USA",38.900432,-76.991337
2015-04-09,Indiana,Clarksville,"342 Eastern Blvd",0,1,http://www.gunviolencearchive.org/incident/321393,http://www.newsandtribune.com/news/update-clarksville-motel-shooting-leads-to-attempted-murder-charge/article_b9136646-df93-11e4-9a5f-4b0cc0beb8fd.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator surrender at standoff, Domestic Violence, Possession (gun(s) found during commission of other crimes)",47129,"342 Eastern Boulevard, Clarksville, IN 47129, USA",38.2960197,-85.7573895
2015-04-09,Indiana,Monon,"Route 421",1,0,http://www.gunviolencearchive.org/incident/320550,http://fox59.com/2015/04/09/robbery-suspect-shot-after-police-chase-in-lafayette/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Armed robbery with injury/death and/or evidence of DGU found, Kidnapping/abductions/hostage, Car-jacking",47959,"Monon Connection, 10012 U.S. 421, Monon, IN 47959, USA",40.8983918,-86.880177
2015-04-08,Illinois,Champaign,"500 block of North Elm Street",0,1,http://www.gunviolencearchive.org/incident/320327,http://www.news-gazette.com/news/local/2015-04-08/update-urbana-man-arrested-following-shooting-champaign.html,"Shot - Wounded/Injured, Officer Involved Incident, Possession (gun(s) found during commission of other crimes)",61820,"500 North Elm Street, Champaign, IL 61820, USA",40.120197,-88.2501216
2015-04-08,Georgia,Atlanta,"Ralph David Abernathy Boulevard and Garibaldi Street",0,1,http://www.gunviolencearchive.org/incident/320212,http://www.wsbtv.com/news/news/local/police-investigate-officer-involved-shooting-south/nkqGb/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Possession (gun(s) found during commission of other crimes), Possession of gun by felon",30310,"Ralph David Abernathy Boulevard & Garibaldi Street Southwest, Atlanta, GA 30310, USA",33.7369059,-84.3991419
2015-04-08,Kentucky,Louisville,"800 block of Flicker Rd.",1,0,http://www.gunviolencearchive.org/incident/319905,http://www.wdrb.com/story/28755895/metrosafe-officer-involved-shooting-south-of-iroquois-park,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff",40214,"800 Flicker Road, Louisville, KY 40214, USA",38.130383,-85.781409
2015-04-08,Virginia,"Carroll County","1200 block of Brushy Fork Road",1,0,http://www.gunviolencearchive.org/incident/319884,http://www.wdbj7.com/news/local/state-police-driver-who-refused-to-pull-over-for-carroll-co-deputies-commits-suicide/32257448,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff",24317,"State Road 690, Cana, VA 24317, USA",36.5746813,-80.6902955
2015-04-08,Florida,Jacksonville,"Fouraker Road",0,1,http://www.gunviolencearchive.org/incident/320542,http://www.news4jax.com/news/jso-to-offer-more-details-on-police-shooting/32275158,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",,"Fouraker Road, Jacksonville, FL, USA",30.2809597,-81.7813728
2015-04-08,Georgia,Valdosta,"3022 James Road",1,0,http://www.gunviolencearchive.org/incident/320231,http://www.walb.com/story/28755231/officers-on-scene-of-valdosta-shooting,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement",31601,"3022 James Road, Valdosta, GA 31601, USA",30.8440966,-83.3317803
2015-04-08,California,"Los Angeles","4th Street and Soto Street",2,0,http://www.gunviolencearchive.org/incident/320921,http://www.nbclosangeles.com/news/local/Suspected-Gunman-Fatally-Shot-Police-Boyle-Heights-299156931.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",90033,"Soto Street & East 4th Street, Los Angeles, CA 90033, USA",34.0406075,-118.2117739
2015-04-08,Ohio,Cincinnati,"State and Storrs Street",0,1,http://www.gunviolencearchive.org/incident/320408,http://www.wcpo.com/news/crime/police-officer-drives-lower-price-hill-shooting-victim-to-the-hospital,"Shot - Wounded/Injured, Officer Involved Incident",45204,"State Avenue & Storrs Street, Cincinnati, OH 45204, USA",39.1032861,-84.5538163
2015-04-08,Illinois,Bondville,"Illinois Route 10 and Mary Street",0,0,http://www.gunviolencearchive.org/incident/320330,http://www.wandtv.com/story/28751057/bondville-man-arrested-for-alleged-reckless-discharge-of-firearm,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found",61822,"Illinois 10 & Mary Drive, Bondville, IL 61822, USA",40.113177,-88.364125
2015-04-08,Pennsylvania,Harrisburg,"200 block of Verbeke Street",0,0,http://www.gunviolencearchive.org/incident/319631,http://www.pennlive.com/midstate/index.ssf/2015/04/italian_lake_shooting_verbeke.html#incart_m-rpt-2,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",17102,"200 Verbeke Street, Harrisburg, PA 17102, USA",40.2687669,-76.891461
2015-04-08,Maine,"Owls Head",,0,0,http://www.gunviolencearchive.org/incident/320816,http://www.pressherald.com/2015/04/09/deputy-disarms-man-twice-during-arrest-in-owls-head/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found",,"Owls Head, ME, USA",44.082303,-69.0572612
2015-04-08,California,Sunnyvale,"125 Tasman Drive",1,0,http://www.gunviolencearchive.org/incident/320199,http://www.sfgate.com/crime/article/Sunnyvale-police-shoot-liquor-store-robbery-6186999.php,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",94089,"125 Tasman Drive, Sunnyvale, CA 94089, USA",37.4034449,-121.9915739
2015-04-07,Oklahoma,"Pottawatomie County","Post Office Neck and Lake Road",0,1,http://www.gunviolencearchive.org/incident/319430,http://kfor.com/2015/04/07/officer-involved-shooting-near-grand-casino-in-shawnee/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",74801,"Lake Road & Post Office Neck Road, Shawnee, OK 74801, USA",35.3331016,-97.064777
2015-04-07,Ohio,Hamilton,"200 block of N. D Street",0,0,http://www.gunviolencearchive.org/incident/320075,http://www.wcpo.com/news/crime/investigation-reveals-drug-operation-guns-inside-hamilton-home,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes)",45013,"North D Street, Hamilton, OH 45013, USA",39.4086293,-84.565039
2015-04-07,Virginia,Haysi,"800 block of Doe Branch",0,1,http://www.gunviolencearchive.org/incident/319772,http://www.wdbj7.com/news/local/state-police-investigate-officer-shooting-in-dickenson-co/32262404,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",24256,"Doe Bridge, Haysi, VA 24256, USA",37.2273581,-82.2617676
2015-04-07,Tennessee,Maryville,"English Avenue",0,1,http://www.gunviolencearchive.org/incident/319760,http://www.thedailytimes.com/news/maryville-police-involved-in-shooting/article_e8f6c422-dd8e-11e4-b2c2-c7e5a2473315.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Domestic Violence, BB/pellet gun",37804,"English Avenue, Maryville, TN 37804, USA",35.7691825,-83.9579489
2015-04-07,California,"San Diego","4100 block of Plaza Boulevard",0,0,http://www.gunviolencearchive.org/incident/319744,http://www.cbs8.com/story/28744989/fugitive-arrested-at-gun-point,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Officer Involved Shooting - Perpetrator unarmed",92114,"Plaza Boulevard, San Diego, CA 92114, USA",32.6947461,-117.0593074
2015-04-07,California,"Chula Vista","400 block of 3rd Street",0,0,http://www.gunviolencearchive.org/incident/319739,http://www.cbs8.com/story/28746303/suspect-taken-down-by-k9-in-chula-vista-standoff,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",91910,"400 3rd Avenue, Chula Vista, CA 91910, USA",32.637602,-117.078773
2015-04-07,California,Seaside,"1500 block of Contra Costa Street",0,1,http://www.gunviolencearchive.org/incident/319729,http://www.thecalifornian.com/story/news/crime/2015/04/08/seaside-stand/25460091/,"Shot - Wounded/Injured, Suicide - Attempt, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff",93955,"1500 Contra Costa Street, Seaside, CA 93955, USA",36.607796,-121.8521219
2015-04-07,Oklahoma,Indiahoma,"U.S. 62",0,1,http://www.gunviolencearchive.org/incident/320854,http://www.kswo.com/story/28753999/slow-speed-chase-suspect-identified,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",,"U.S. 62, United States",36.379123,-93.5874364
2015-04-06,Idaho,"Lemhi County",,0,1,http://www.gunviolencearchive.org/incident/319095,http://www.kxly.com/news/northwest/police-e-idaho-sheriff-shoots-rancher-with-gun-in-wrist/32234722,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Brandishing/flourishing/open carry/lost/found",,"Lemhi County, ID, USA",45.0364592,-113.9230554
2015-04-06,"South Carolina",Summerville,"1496 State Road",0,0,http://www.gunviolencearchive.org/incident/320059,http://www.postandcourier.com/article/20150406/PC16/150409535,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff",29483,"1496 State Road, Summerville, SC 29483, USA",33.092269,-80.115498
2015-04-06,Georgia,"Stone Mountain","West Park Place Boulevard",0,1,http://www.gunviolencearchive.org/incident/318942,http://www.wsbtv.com/news/news/local/police-scene-officer-involved-shooting-gwinnett-co/nknqY/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",30087,"West Park Place Boulevard, Stone Mountain, GA 30087, USA",33.8155168,-84.1157851
2015-04-06,Louisiana,Harvey,"2500 Block of Manhattan Blvd.",1,0,http://www.gunviolencearchive.org/incident/318758,http://www.wdsu.com/news/local-news/new-orleans/jpso-officer-involved-in-shooting-in-harvey/32215908,"Shot - Dead (murder, accidental, suicide), Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",70058,"2500 Manhattan Boulevard, Harvey, LA 70058, USA",29.8764113,-90.0494838
2015-04-06,Florida,Ocala,"11120 Nw Gainesville Rd",1,0,http://www.gunviolencearchive.org/incident/318643,http://www.wesh.com/news/ocala-police-officer-in-critical-condition-after-accidental-shooting-at-firearms-training/32217774,"Shot - Dead (murder, accidental, suicide), Accidental Shooting, Accidental Shooting - Injury, Officer Involved Incident, Officer Involved Shooting - Officer killed, Gun range/gun shop shooting",34482,"11120 Northwest Gainesville Road, Ocala, FL 34482, USA",29.3111242,-82.1983627
2015-04-06,Indiana,Indianapolis,"5700 block of Ashby Drive",1,0,http://www.gunviolencearchive.org/incident/318521,http://fox59.com/2015/04/06/person-shot-on-indys-southwest-side-early-monday-morning/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",46221,"5700 Ashby Drive, Indianapolis, IN 46221, USA",39.6819503,-86.2734453
